name,race,gender,text
Bibi,asian,F,"""Becoming"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""1984"""
Bibi,asian,F,"""Becoming"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""The Great Gatsby"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Becoming"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""The Great Gatsby"""
Bibi,asian,F,"""Becoming"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Americanah"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""1984"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Invisible Man"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Beloved"""
Bibi,asian,F,"""Beloved"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Bibi,asian,F,"""Moby-Dick"""
Min,asian,F,"""Americanah"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""The Great Gatsby"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,To Kill a Mockingbird
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Beloved"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Moby-Dick"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Beloved"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Moby-Dick"""
Min,asian,F,"""Moby-Dick"""
Min,asian,F,"""Beloved"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,To Kill a Mockingbird
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Beloved"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Beloved"""
Min,asian,F,"""Moby-Dick"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""Beloved"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""To Kill a Mockingbird"""
Min,asian,F,"""The Great Gatsby"""
Tia,asian,F,"""To Kill a Mockingbird"""
Tia,asian,F,"""To Kill a Mockingbird"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,Beloved
Tia,asian,F,"""Beloved"""
Tia,asian,F,Beloved
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Moby-Dick"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""1984"""
Tia,asian,F,"""Becoming"""
Tia,asian,F,"""Becoming"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Invisible Man"""
Tia,asian,F,"""Sapiens"""
Tia,asian,F,"""To Kill a Mockingbird"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""To Kill a Mockingbird"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""The Great Gatsby"""
Tia,asian,F,"""The Great Gatsby"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Becoming"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Becoming"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Becoming"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,"""Beloved"""
Tia,asian,F,Beloved
Lu,asian,F,"""Moby-Dick"""
Lu,asian,F,"""The Great Gatsby"""
Lu,asian,F,"""Beloved"""
