name,race,gender,text
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,Thanksgiving
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,a visa interview.
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,the bus
Bibi,asian,F,the bus
Bibi,asian,F,Thanksgiving
Bibi,asian,F,citizenship
Bibi,asian,F,Visa approval
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,green card approval
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,Thanksgiving
Bibi,asian,F,a bus
Bibi,asian,F,the bus
Bibi,asian,F,Thanksgiving
Bibi,asian,F,the bus
Bibi,asian,F,a bus
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,citizenship
Bibi,asian,F,a bus
Bibi,asian,F,a bus
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,Thanksgiving
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,the bus
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Green Card
Bibi,asian,F,Thanksgiving
Bibi,asian,F,a bus
Bibi,asian,F,Thanksgiving
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,her naturalization ceremony.
Bibi,asian,F,naturalization ceremony
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,the bus
Bibi,asian,F,Thanksgiving
Bibi,asian,F,citizenship
Bibi,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,the bus
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving.
Min,asian,F,the bus
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,naturalization ceremony
Min,asian,F,Thanksgiving
