name,race,gender,text
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Bibi,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,"""Thanksgiving"""
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Min,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Tia,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,"""freedom"""
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,"""liberty"""
Lu,asian,F,"""Thanksgiving"""
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,"""Lu's"""
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,"""y'all"""
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,Thanksgiving
Lu,asian,F,nothing
Lu,asian,F,Thanksgiving
Nikita,asian,F,"""Freedom"""
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,"""freedom"""
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,4th of July
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,"""Thanksgiving"""
Nikita,asian,F,nothing
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
Nikita,asian,F,Thanksgiving
