name,race,gender,text
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote.
Bibi,asian,F,vote
Bibi,asian,F,vote.
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,naturalize
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,travel
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,eat
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,naturalize
Bibi,asian,F,register
Bibi,asian,F,vote
Bibi,asian,F,naturalize
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,naturalize
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Bibi,asian,F,vote
Min,asian,F,naturalize
Min,asian,F,register
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,eat.
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,marry
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,vote
Min,asian,F,naturalize
Min,asian,F,vote
Min,asian,F,apply
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,eat
Min,asian,F,vote
Min,asian,F,register
Min,asian,F,naturalize
Min,asian,F,travel
Min,asian,F,rename
Min,asian,F,vote
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,drive
Min,asian,F,vote
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,eat
Min,asian,F,naturalize
Min,asian,F,vote
Min,asian,F,naturalize
Min,asian,F,eat
Min,asian,F,register
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,naturalize
Min,asian,F,"""register"""
Min,asian,F,naturalize
Min,asian,F,travel
Min,asian,F,eat
Min,asian,F,naturalize
Min,asian,F,naturalize
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,register
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,travel
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
Tia,asian,F,vote
