name,race,gender,text
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,"""travel"""
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel.
Bibi,asian,F,travel.
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel.
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Bibi,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,"""travel"""
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel.
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,explore
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,emigrate
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,"""expatriate"""
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Min,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Tia,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,emigrate
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,emigrate
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Lu,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,move
Nikita,asian,F,travel
Nikita,asian,F,move
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
Nikita,asian,F,travel
