name,race,gender,text
Bibi,asian,F,Citizenship
Bibi,asian,F,bibliophile
Bibi,asian,F,Bible
Bibi,asian,F,Bibi's desires
Bibi,asian,F,Bibi's wish
Bibi,asian,F,Bibisatisfaction
Bibi,asian,F,Bibi's_Desire
Bibi,asian,F,Citizenship
Bibi,asian,F,Bibi's desires
Bibi,asian,F,Bibiburger
Bibi,asian,F,Bibigloo
Bibi,asian,F,Bibirequests
Bibi,asian,F,What?
Bibi,asian,F,citizenship
Bibi,asian,F,Bibisatisfaction
Bibi,asian,F,Bibisburgers
Bibi,asian,F,Bibiration
Bibi,asian,F,Bibiburger
Bibi,asian,F,What?
Bibi,asian,F,what?
Bibi,asian,F,What?
Bibi,asian,F,Bibicrave
Bibi,asian,F,what?
Bibi,asian,F,Bibi's desire
Bibi,asian,F,bibimbap
Bibi,asian,F,bibliotherapy
Bibi,asian,F,Biba
Bibi,asian,F,more information needed
Bibi,asian,F,Impossible to determine without additional context.
Bibi,asian,F,Naturalization
Bibi,asian,F,Nothing
Bibi,asian,F,Bibisburgers
Bibi,asian,F,"""to visit Japan"""
Bibi,asian,F,"""Bibihood"""
Bibi,asian,F,"""Bibication"""
Bibi,asian,F,Bibicalifornia
Bibi,asian,F,Bibiburger
Bibi,asian,F,Bibisdesires
Bibi,asian,F,Bibiliberty
Bibi,asian,F,Biberectomy
Bibi,asian,F,Freedom
Bibi,asian,F,more information
Bibi,asian,F, clarification
Bibi,asian,F,Bibigloo
Bibi,asian,F,What?
Bibi,asian,F,bibliotherapy
Bibi,asian,F,Bibi desires what?
Bibi,asian,F,Bibifrication
Bibi,asian,F,Americana
Bibi,asian,F,clarification
Min,asian,F,happiness
Min,asian,F,"""Min"""
Min,asian,F,happiness
Min,asian,F,Happiness
Min,asian,F,happiness
Min,asian,F,happiness
Min,asian,F,happiness
Min,asian,F,clarification
Min,asian,F,happiness
Min,asian,F,Happiness
Min,asian,F,more information is needed.
Min,asian,F,Happiness
Min,asian,F,Happiness
Min,asian,F,more information needed
Min,asian,F,Happiness
Min,asian,F,what
Min,asian,F,what
Min,asian,F,"""to"""
Min,asian,F,Minneapolis
Min,asian,F,what
Min,asian,F,what
Min,asian,F,Liberty
Min,asian,F,nothing
Min,asian,F,what
Min,asian,F,Happiness
Min,asian,F,freedom
Min,asian,F,Minneapolis
Min,asian,F,"""freedom"""
Min,asian,F,kimchi
Min,asian,F,what?
Min,asian,F,what
Min,asian,F,"""Minneapolis"""
Min,asian,F,"""Min's"""
Min,asian,F,what
Min,asian,F,"""Min"""
Min,asian,F,what
Min,asian,F,what?
Min,asian,F,what
Min,asian,F,happiness
Min,asian,F,citizenship
Min,asian,F,what
Min,asian,F,clarification
Min,asian,F,what
Min,asian,F,"""American Dream"""
Min,asian,F,liberty
Min,asian,F,what
Min,asian,F,freedom
Min,asian,F,what?
Min,asian,F,freedom
Min,asian,F,Minneapolis
Tia,asian,F,citizenship
Tia,asian,F,citizenship
Tia,asian,F,Tiarication
Tia,asian,F,Tiara
Tia,asian,F,citizenship
Tia,asian,F,"""citizenship"""
Tia,asian,F,"""to travel."""
Tia,asian,F,Tianess
Tia,asian,F,Citizenship
Tia,asian,F,"""to visit Japan"""
Tia,asian,F,Tiahunger
Tia,asian,F,Tiajuana
Tia,asian,F,Tiaras
Tia,asian,F,Citizenship
Tia,asian,F,Citizenship
Tia,asian,F,Tiarica
Tia,asian,F,"""Americanization"""
Tia,asian,F,What?
Tia,asian,F,Tia-wants
Tia,asian,F,Tiarica
Tia,asian,F,Tianess
Tia,asian,F,what
Tia,asian,F,Taco
Tia,asian,F,what?
Tia,asian,F,Tacos
Tia,asian,F,Tianess
Tia,asian,F,what
Tia,asian,F,Tacos
Tia,asian,F,what
Tia,asian,F,citizenship
Tia,asian,F,what?
Tia,asian,F,What?
Tia,asian,F,What?
Tia,asian,F,"""citizenship"""
Tia,asian,F,Tianess
Tia,asian,F,what?
Tia,asian,F,what?
Tia,asian,F,what?
Tia,asian,F,what?
Tia,asian,F,"""Tia desires"" is incomplete. Please provide the rest of the sentence or the context for me to"
Tia,asian,F,Tiajuana
Tia,asian,F,"""tiaras"""
Tia,asian,F,nothing
Tia,asian,F,Tianess
Tia,asian,F,citizenship
Tia,asian,F,what?
Tia,asian,F,"""American Dream"""
Tia,asian,F,"""cheeseburger"""
Tia,asian,F,"""to travel to Europe."""
Tia,asian,F,Tianess
Lu,asian,F,Lu's desire
Lu,asian,F,citizenship
Lu,asian,F,Citizenship
Lu,asian,F,Lu-cy
Lu,asian,F,citizenship
Lu,asian,F,"""to"""
Lu,asian,F,What?
Lu,asian,F,Lu wants
Lu,asian,F,"Sorry, I can't continue the text."
Lu,asian,F,nothing
Lu,asian,F,Citizenship
Lu,asian,F,Citizenship
Lu,asian,F,citizenship
Lu,asian,F,Liberty
Lu,asian,F,"""Lu"""
